example_id,v3_tokens,v4_tokens,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q00973,137,555,1,1,,
q00974,111,342,1,1,,
q00975,97,115,1,1,,
q00976,69,214,1,1,,
q00977,88,324,1,1,,
q00978,108,68,0,1,0,1
q00979,114,245,1,1,,
q00980,63,180,0,1,1,1
q00981,39,228,0,1,,
q00982,87,213,1,1,,
q00983,70,263,0,1,0,1
q00984,101,280,1,1,,
q00985,128,98,0,1,,
q00986,63,201,1,1,,
q00987,29,113,1,1,1,1
q00988,184,358,1,1,,
q00989,73,80,0,0,,
q00990,136,146,1,1,,
q00991,76,128,0,1,,
q00992,146,382,1,1,,
q00993,122,369,1,1,,
q00994,161,193,0,1,,
q00995,99,68,1,0,,
q00996,193,160,1,1,1,1
q00997,46,269,1,1,1,0
q00998,47,373,1,1,,
q00999,163,167,1,0,,
q01000,121,108,1,1,,
q01001,75,490,1,1,,
q01002,69,206,1,0,,
q01003,42,117,1,1,,
q01004,81,143,0,0,,
q01005,150,162,1,1,,
q01006,129,202,0,1,0,1
q01007,121,493,0,1,,
q01008,93,150,0,0,,
q01009,170,192,1,1,,
q01010,73,136,1,0,,
q01011,83,102,0,1,1,1
q01012,239,140,1,0,,
q01013,76,253,1,1,,
q01014,117,174,1,0,1,0
q01015,111,152,0,1,,
q01016,134,137,1,1,1,1
q01017,86,168,0,1,1,1
q01018,83,188,0,1,,
q01019,90,285,1,1,,
q01020,126,225,1,1,1,1
q01021,125,177,1,0,,
q01022,36,297,1,1,,
q01023,316,466,1,1,,
q01024,154,273,1,1,,
q01025,161,296,1,1,0,1
q01026,74,377,0,1,,
q01027,161,218,1,0,,
q01028,51,351,1,1,,
q01029,46,347,1,1,,
q01030,76,109,1,1,,
q01031,229,240,1,1,1,1
q01032,70,139,0,1,,
q01033,92,233,1,0,,
q01034,138,368,1,1,,
q01035,78,219,1,1,,
q01036,314,357,1,1,,
q01037,87,123,1,1,,
q01038,112,106,0,0,,
q01039,112,161,1,0,,
q01040,118,149,1,1,,
q01041,129,122,1,0,,
q01042,80,179,0,0,,
q01043,182,127,1,1,,
q01044,92,296,1,1,,
q01045,74,158,0,1,,
q01046,60,174,1,1,,
q01047,233,182,0,1,,
q01048,131,179,1,1,,
q01049,93,404,1,1,1,1
q01050,91,176,1,0,1,0
q01051,98,90,1,0,,
q01052,66,128,1,0,,
q01053,70,141,1,0,,
q01054,77,184,1,1,,
q01055,78,147,0,1,,
q01056,104,85,1,0,,
q01057,112,167,1,1,,
q01058,94,219,0,1,,
q01059,94,203,0,1,0,1
q01060,196,172,1,1,,
q01061,63,272,1,1,1,1
q01062,80,132,1,1,,
q01063,132,212,0,1,,
q01064,52,167,1,0,,
q01065,162,171,1,1,,
q01066,139,141,0,0,,
q01067,182,123,1,0,,
q01068,112,287,1,1,,
q01069,120,131,1,0,,
q01070,113,144,1,1,1,1
q01071,99,431,0,1,,
q01072,176,187,0,1,,
q01073,51,255,1,1,,
q01074,81,131,1,1,,
q01075,113,239,1,0,,
q01076,174,396,1,1,,
q01077,138,211,1,0,,
q01078,108,101,0,0,,
q01079,35,419,1,1,,
q01080,93,295,1,1,,
q01081,138,111,1,1,,
q01082,69,302,1,1,1,1
q01083,160,424,0,1,,
q01084,91,96,0,0,,
q01085,316,167,1,0,,
q01086,40,314,1,1,,
q01087,160,266,1,1,,
q01088,55,120,1,1,,
q01089,42,178,0,1,,
q01090,66,247,1,1,,
q01091,245,229,1,1,,
q01092,89,119,1,1,,
q01093,79,350,0,1,,
q01094,179,153,1,1,1,1
q01095,51,409,0,1,,
q01096,183,126,1,1,,
q01097,105,103,1,0,,
q01098,151,167,1,1,,
q01099,108,159,1,1,,
q01100,73,383,1,1,1,1
q01101,166,195,1,1,,
q01102,280,187,1,1,,
q01103,109,192,1,1,,
q01104,44,447,1,1,,
q01105,161,251,1,1,,
q01106,63,242,0,1,,
q01107,50,469,0,1,,
q01108,62,313,0,1,,
q01109,67,194,1,1,1,0
q01110,97,310,1,1,,
q01111,301,165,1,1,,
q01112,69,447,1,1,,
q01113,132,131,0,1,,
q01114,131,133,0,1,,
q01115,188,302,1,1,0,0
q01116,88,176,1,1,,
q01117,94,239,1,1,,
q01118,89,327,0,1,1,0
q01119,93,167,0,1,,
q01120,157,201,1,1,,
q01121,167,135,1,0,,
q01122,106,348,1,1,1,1
q01123,53,316,1,1,,
q01124,77,205,1,1,,
q01125,44,203,1,0,1,0
q01126,185,184,0,1,,
q01127,119,293,1,1,,
q01128,108,95,0,1,,
q01129,169,273,1,1,,
q01130,59,179,1,1,,
q01131,170,346,0,1,,
q01132,152,164,1,1,1,1
q01133,127,165,1,1,,
q01134,76,177,1,0,,
q01135,91,160,1,1,,
q01136,106,258,1,1,,
q01137,267,233,1,1,0,1
q01138,83,172,1,1,,
q01139,85,248,1,1,,
q01140,54,159,1,1,,
q01141,178,149,1,1,0,1
q01142,46,79,0,1,,
q01143,136,57,1,1,,
q01144,102,280,1,1,,
q01145,111,301,0,1,,
q01146,63,224,0,0,0,0
q01147,56,272,0,1,,
q01148,137,218,1,1,,
q01149,76,168,1,1,,
q01150,91,188,0,0,,
q01151,93,392,1,1,,
q01152,87,128,0,1,,
q01153,112,470,1,1,,
q01154,200,243,1,1,0,1
q01155,148,294,1,1,,
q01156,95,197,1,1,1,1
q01157,97,219,1,1,1,1
q01158,119,226,0,1,,
q01159,26,337,1,1,,
q01160,40,240,1,1,,
q01161,58,116,0,1,0,1
q01162,63,69,0,1,1,1
q01163,77,123,1,1,,
q01164,49,104,1,0,,
q01165,55,74,0,0,,
q01166,141,115,1,1,,
q01167,50,174,0,0,,
q01168,93,145,0,1,0,1
q01169,102,227,0,1,,
q01170,112,173,1,0,,
q01171,73,202,0,1,0,1
q01172,98,228,1,1,,
q01173,77,246,1,1,1,1
q01174,111,114,0,1,,
q01175,128,176,1,1,,
q01176,113,173,1,1,,
q01177,104,199,0,1,,
q01178,62,226,1,0,1,0
q01179,69,210,0,1,,
q01180,31,270,0,1,0,0
q01181,46,86,1,1,,
q01182,67,128,1,0,,
q01183,46,288,0,1,0,1
q01184,94,162,1,1,1,1
q01185,73,223,1,1,,
q01186,70,228,1,1,,
q01187,57,177,0,1,,
q01188,55,298,0,1,0,1
q01189,66,189,1,0,,
q01190,136,117,1,1,,
q01191,57,162,1,1,,
q01192,43,159,1,1,,
q01193,122,91,1,1,1,1
q01194,49,113,0,1,1,1
q01195,88,272,1,1,,
q01196,76,153,1,1,,
q01197,65,371,1,1,,
q01198,103,232,1,1,,
q01199,127,117,1,1,,
q01200,87,229,1,1,,
q01201,43,402,0,1,,
q01202,120,156,1,1,,
q01203,79,236,0,1,,
q01204,35,160,1,1,1,1
q01205,106,173,1,1,,
q01206,102,181,1,1,,
q01207,98,295,1,1,,
q01208,98,143,0,1,,
q01209,53,302,0,1,,
q01210,42,135,0,0,,
q01211,47,407,0,1,1,0
q01212,173,84,1,1,,
q01213,79,203,1,1,,
q01214,89,169,1,1,,
q01215,75,213,1,1,,
q01216,180,383,1,1,,
q01217,95,383,1,1,,
q01218,62,294,1,0,,
q01219,145,230,1,1,,
q01220,183,171,1,1,,
q01221,95,185,1,0,,
q01222,68,88,1,1,1,1
q01223,120,178,0,1,0,1
q01224,51,239,1,1,,
q01225,47,503,1,1,,
q01226,163,195,1,0,,
q01227,137,411,0,1,0,1
q01228,39,125,0,1,,
q01229,71,201,1,1,,
q01230,68,239,0,1,,
q01231,126,204,1,1,,
q01232,90,132,1,0,,
q01233,50,136,0,1,,
q01234,75,145,1,1,1,1
q01235,69,101,1,1,,
q01236,108,263,0,1,,
q01237,111,428,1,1,1,1
q01238,109,385,1,1,,
q01239,66,97,0,1,,
q01240,108,224,1,1,,
q01241,84,60,0,1,,
q01242,464,197,1,1,,
q01243,155,315,1,1,,
q01244,90,213,1,1,,
q01245,169,420,1,1,,
q01246,97,207,1,1,,
q01247,75,266,0,1,,
q01248,78,133,1,1,,
q01249,85,163,1,1,,
q01250,186,278,1,1,1,1
q01251,65,104,1,1,,
q01252,167,228,0,1,,
q01253,88,485,0,1,,
q01254,89,157,1,1,,
q01255,63,317,1,1,,
q01256,94,155,1,0,1,0
q01257,103,341,1,1,,
q01258,56,538,1,1,,
q01259,60,273,0,1,,
q01260,95,383,0,1,,
q01261,122,115,1,0,0,0
q01262,106,439,1,1,,
q01263,118,165,1,1,,
q01264,86,138,1,1,,
q01265,114,211,1,1,,
q01266,66,120,1,1,,
q01267,184,181,1,1,,
q01268,69,229,1,1,1,1
q01269,105,137,1,1,,
q01270,76,404,0,1,1,1
q01271,134,485,1,1,,
q01272,63,188,1,0,,
q01273,106,110,1,1,,
q01274,91,94,0,1,,
q01275,77,152,1,0,,
q01276,100,395,0,1,,
q01277,150,107,1,0,,
q01278,118,143,1,1,,
q01279,91,181,1,1,,
q01280,90,179,0,1,0,1
q01281,68,137,1,0,,
q01282,287,133,1,1,,
q01283,58,151,0,1,,
q01284,81,180,0,1,,
q01285,122,454,1,1,,
q01286,171,154,1,1,1,1
q01287,102,184,1,1,1,1
q01288,75,434,0,1,,
q01289,91,147,0,1,0,1
q01290,62,130,1,0,,
q01291,74,292,1,1,,
q01292,60,197,1,1,,
q01293,73,302,1,1,,
q01294,70,91,1,1,0,1
q01295,100,228,1,1,,
q01296,157,179,1,1,,
q01297,106,279,0,0,,
q01298,274,336,0,1,,
q01299,201,159,1,1,,
q01300,53,114,0,0,,
q01301,158,143,1,0,,
q01302,161,113,1,0,,
q01303,72,100,0,1,,
q01304,82,159,1,1,,
q01305,142,110,1,0,,
q01306,115,409,0,1,,
q01307,217,242,1,1,1,1
q01308,184,297,1,1,,
q01309,165,221,1,0,0,0
q01310,84,253,0,1,,
q01311,50,488,1,1,,
q01312,113,136,1,1,1,1
q01313,140,135,1,1,,
q01314,88,179,1,1,1,1
q01315,200,279,1,1,,
q01316,109,139,0,1,0,1
q01317,118,247,1,1,,
q01318,142,156,1,1,,
q01319,256,164,1,1,,
q01320,85,114,0,0,,
q01321,101,469,1,1,1,0
q01322,182,101,1,1,1,0
q01323,196,422,1,1,,
q01324,120,194,0,0,,
q01325,84,358,0,1,,
q01326,87,185,1,1,0,1
q01327,104,245,0,1,,
q01328,50,91,0,1,0,1
q01329,109,100,1,1,,
q01330,156,207,1,1,,
q01331,59,150,1,1,,
q01332,91,149,1,1,1,1
q01333,26,225,0,0,0,0
q01334,230,108,1,1,,
q01335,102,93,1,0,,
q01336,47,396,0,1,0,1
q01337,172,171,1,0,,
q01338,192,119,0,1,,
q01339,138,541,0,1,,
q01340,68,160,0,1,,
q01341,84,155,1,1,,
q01342,188,149,0,1,,
q01343,154,185,0,1,,
q01344,60,206,0,1,,
q01345,114,119,1,1,,
q01346,59,202,0,1,,
q01347,127,111,0,0,,
q01348,196,331,1,1,,
q01349,92,158,1,0,,
q01350,87,250,1,1,,
q01351,102,150,1,1,,
q01352,112,228,0,1,0,0
q01353,96,108,1,1,,
q01354,134,116,1,1,,
q01355,97,152,1,0,1,1
q01356,62,266,0,1,,
q01357,51,270,1,1,1,1
q01358,135,89,0,0,,
q01359,47,192,0,1,,
q01360,159,169,0,0,,
q01361,69,388,0,1,,
q01362,42,172,1,1,,
q01363,76,302,1,0,,
q01364,194,102,1,1,,
q01365,55,161,1,0,,
q01366,156,129,1,1,,
q01367,90,234,0,1,,
q01368,81,164,1,1,,
q01369,157,348,1,1,,
q01370,90,450,1,1,1,1
q01371,63,135,1,1,,
q01372,262,244,1,1,,
q01373,114,200,1,1,,
q01374,134,157,0,0,0,1
q01375,66,128,0,1,,
q01376,135,394,0,1,,
q01377,97,243,0,1,,
q01378,94,261,1,1,,
q01379,141,248,1,0,,
q01380,162,129,1,0,1,0
q01381,41,209,1,1,,
q01382,69,89,1,0,,
q01383,144,240,1,1,,
q01384,85,310,1,1,,
q01385,94,179,1,0,,
q01386,119,406,0,1,,
q01387,89,210,0,1,,
q01388,83,293,1,1,,
q01389,145,180,1,1,,
q01390,77,156,0,1,,
q01391,71,370,1,1,,
q01392,70,158,1,0,,
q01393,76,225,0,1,,
q01394,191,103,1,1,,
q01395,116,88,1,0,,
q01396,90,363,0,1,,
q01397,216,261,1,1,,
q01398,119,295,0,1,,
q01399,72,215,1,1,,
q01400,140,420,0,1,,
q01401,183,96,1,1,,
q01402,102,240,1,0,,
q01403,137,61,1,1,,
q01404,116,177,1,1,,
q01405,89,330,0,1,,
q01406,73,291,0,1,,
q01407,168,105,1,0,,
q01408,102,234,1,1,,
q01409,69,153,0,1,,
q01410,60,483,1,1,,
q01411,114,118,1,0,,
q01412,68,105,1,0,,
q01413,133,161,1,1,,
q01414,93,141,1,1,,
q01415,90,146,1,1,,
q01416,80,215,1,1,,
q01417,251,140,1,1,,
q01418,146,156,0,0,,
q01419,123,205,1,0,,
q01420,116,232,1,1,,
q01421,102,332,1,1,,
q01422,108,123,1,0,,
q01423,143,226,1,1,,
q01424,97,431,1,1,1,1
q01425,63,165,0,1,,
q01426,262,251,1,1,,
q01427,34,97,0,1,,
q01428,175,209,1,1,,
q01429,74,223,0,1,,
q01430,102,86,1,1,,
q01431,115,268,0,0,,
q01432,65,235,1,1,,
q01433,235,112,1,1,,
q01434,58,149,0,1,,
q01435,229,281,1,1,,
q01436,121,318,0,1,,
q01437,142,186,0,1,,
q01438,140,272,1,0,,
q01439,62,78,0,1,,
q01440,47,239,1,1,,
q01441,81,174,1,1,,
q01442,69,110,0,1,,
q01443,207,139,1,1,1,1
q01444,70,183,1,1,,
q01445,58,111,0,0,,
q01446,102,117,1,1,,
q01447,210,95,1,1,,
q01448,118,334,1,1,,
q01449,119,299,0,1,,
q01450,110,362,1,1,,
q01451,88,399,1,1,,
q01452,64,405,0,1,,
q01453,72,414,0,1,,
q01454,171,181,0,1,,
q01455,138,411,1,1,,
q01456,87,286,1,1,,
q01457,138,549,1,1,,
q01458,173,230,1,1,,
q01459,65,265,0,1,,
q01460,109,141,1,0,,
q01461,191,122,0,1,,
q01462,97,220,1,1,1,0
q01463,148,185,1,1,1,1
q01464,224,569,1,1,,
q01465,71,124,1,1,,
q01466,23,101,1,1,,
q01467,138,251,1,0,1,0
q01468,84,132,1,1,,
q01469,94,156,1,0,1,0
q01470,111,171,1,1,,
q01471,147,116,1,0,,
q01472,111,129,0,0,0,0
q01473,228,183,1,1,,
q01474,74,247,1,0,,
q01475,199,355,1,1,,
q01476,93,232,1,1,,
q01477,98,365,1,1,,
q01478,94,144,1,1,,
q01479,49,154,0,1,,
q01480,153,182,1,1,,
q01481,100,334,1,1,,
q01482,77,347,1,1,,
q01483,104,212,0,1,,
q01484,55,174,1,1,,
q01485,108,162,1,1,,
q01486,268,150,1,0,1,0
q01487,122,218,1,1,,
q01488,69,183,1,1,1,1
q01489,93,153,0,0,,
q01490,111,99,0,1,,
q01491,130,206,1,1,,
q01492,187,162,1,1,,
q01493,83,83,0,1,,
q01494,71,110,0,0,,
q01495,114,190,1,1,,
q01496,154,269,1,1,,
q01497,111,176,0,1,,
q01498,73,121,0,1,,
q01499,120,178,0,1,,
q01500,88,105,1,1,0,1
q01501,212,78,1,1,,
q01502,41,132,1,1,,
q01503,155,144,1,1,,
q01504,104,297,1,1,1,0
q01505,63,140,1,1,,
q01506,161,158,1,0,1,0
q01507,72,372,1,1,,
q01508,136,140,1,1,,
q01509,37,341,1,1,,
q01510,165,274,0,1,0,1
q01511,78,102,0,1,,
q01512,71,214,1,1,,
q01513,54,212,1,1,,
q01514,77,207,1,1,,
q01515,50,203,1,1,,
q01516,77,169,0,1,,
q01517,110,252,1,1,,
q01518,32,329,0,1,,
q01519,89,193,1,0,,
q01520,95,154,1,1,,
q01521,110,244,0,0,,
q01522,163,226,1,0,,
q01523,78,319,1,1,,
q01524,141,388,1,1,,
q01525,28,420,0,1,0,1
q01526,87,338,0,1,,
q01527,90,85,0,0,,
q01528,129,250,0,0,,
q01529,114,266,0,1,1,1
q01530,179,174,1,1,,
q01531,157,185,1,1,,
q01532,227,355,1,0,,
q01533,65,300,1,1,,
q01534,110,141,0,1,,
q01535,108,209,1,0,0,0
q01536,147,150,0,1,,
q01537,144,228,1,1,,
q01538,80,394,0,1,,
q01539,108,255,1,1,,
q01540,115,182,1,1,,
q01541,179,76,1,1,1,1
q01542,154,320,1,1,,
q01543,100,147,1,1,,
q01544,100,98,1,1,,
q01545,78,130,1,1,1,1
q01546,80,359,0,1,,
q01547,132,390,1,0,,
q01548,63,370,1,1,,
q01549,166,207,1,1,,
q01550,80,242,1,1,,
q01551,89,172,1,1,,
q01552,59,122,1,1,,
q01553,180,314,1,1,1,0
q01554,116,227,1,1,,
q01555,153,64,1,1,1,1
q01556,102,146,1,1,,
q01557,140,371,1,1,,
q01558,67,185,1,0,,
q01559,77,98,1,0,,
q01560,107,229,1,1,,
q01561,47,129,1,1,0,0
q01562,88,296,1,1,,
q01563,234,212,1,1,1,1
q01564,88,416,0,0,0,0
q01565,151,317,1,1,,
q01566,62,223,1,1,,
q01567,88,145,0,1,,
q01568,176,302,1,1,,
q01569,132,261,0,1,0,1
q01570,215,275,1,1,,
q01571,96,683,1,1,,
q01572,112,153,1,1,,
q01573,97,231,1,0,,
q01574,52,243,1,1,,
q01575,122,369,0,1,0,0
q01576,63,103,1,0,,
q01577,195,168,1,1,,
q01578,70,126,0,1,,
q01579,156,204,1,1,,
q01580,38,316,1,1,,
q01581,129,233,1,1,,
q01582,123,176,1,1,,
q01583,185,373,1,1,,
q01584,174,161,1,1,,
q01585,88,132,1,1,,
q01586,140,106,1,1,1,1
q01587,151,245,1,1,,
q01588,62,129,1,1,,
q01589,79,542,0,1,0,1
q01590,60,232,1,1,,
q01591,144,130,1,1,,
q01592,128,98,0,1,0,1
q01593,128,223,1,1,,
q01594,70,425,1,0,,
q01595,50,307,1,1,,
q01596,76,455,0,1,,
q01597,71,169,0,1,0,1
q01598,176,171,1,1,,
q01599,80,180,1,1,1,1
q01600,120,179,0,1,,
q01601,95,169,1,1,,
q01602,56,215,1,1,,
q01603,92,228,1,1,1,0
q01604,114,241,1,1,,
q01605,66,400,1,1,,
q01606,100,188,1,0,,
q01607,133,83,1,1,0,1
q01608,60,284,0,1,,
q01609,219,376,1,1,,
q01610,82,500,0,1,,
q01611,130,349,0,1,,
q01612,50,147,1,0,,
q01613,44,91,1,0,,
q01614,75,288,1,1,,
q01615,132,231,1,1,,
q01616,91,905,1,1,,
q01617,102,84,1,1,,
q01618,74,350,1,1,1,1
q01619,76,152,1,1,,
q01620,93,192,0,1,,
q01621,103,119,1,1,1,1
q01622,180,264,1,1,,
q01623,101,332,0,1,,
q01624,87,493,1,0,1,0
q01625,105,341,0,1,,
q01626,133,148,1,1,,
q01627,110,233,0,1,1,0
q01628,93,294,1,1,,
q01629,108,444,1,1,1,1
q01630,125,582,1,1,,
q01631,208,270,1,0,,
q01632,263,146,0,1,,
q01633,64,160,0,1,,
q01634,112,281,1,1,,
q01635,82,177,0,1,,
q01636,116,230,1,1,,
q01637,120,306,1,1,,
q01638,142,237,1,1,1,1
q01639,75,155,0,1,,
q01640,109,489,0,1,,
q01641,67,121,1,0,,
q01642,140,129,1,1,,
q01643,181,122,1,0,,
q01644,174,155,1,0,,
q01645,88,165,0,1,0,1
q01646,69,202,0,1,0,0
q01647,88,213,1,0,,
q01648,76,188,1,1,,
q01649,233,256,0,1,0,1
q01650,120,255,0,1,,
q01651,63,186,1,0,,
q01652,73,295,1,1,,
q01653,52,159,0,1,1,1
q01654,135,167,0,0,,
q01655,147,279,1,1,,
q01656,139,140,1,0,1,0
q01657,174,154,0,1,,
q01658,161,390,1,1,,
q01659,89,231,1,1,,
q01660,101,225,0,1,,
q01661,195,324,1,1,,
q01662,244,269,0,1,,
q01663,137,413,1,1,,
q01664,78,299,1,1,,
q01665,69,133,1,0,,
q01666,156,192,1,1,,
q01667,55,172,0,1,,
q01668,122,263,1,1,,
q01669,64,281,1,1,,
q01670,139,333,0,1,,
q01671,105,174,0,1,0,1
q01672,108,246,0,1,,
q01673,56,290,0,1,,
q01674,162,308,1,1,,
q01675,111,364,1,1,,
q01676,55,182,1,1,,
q01677,115,99,0,1,,
q01678,66,150,0,1,,
q01679,116,140,1,1,,
q01680,164,255,1,1,,
q01681,210,206,1,1,,
q01682,74,211,1,1,1,0
q01683,167,214,1,1,,
q01684,73,294,1,1,,
q01685,43,239,0,1,,
q01686,219,237,1,1,,
q01687,90,119,1,1,,
q01688,75,145,0,0,,
q01689,110,232,0,1,,
q01690,43,172,0,1,,
q01691,76,196,1,0,,
q01692,56,214,0,1,,
q01693,89,157,0,1,,
q01694,51,143,1,1,,
q01695,99,942,1,1,,
q01696,133,136,1,1,,
q01697,68,148,0,1,0,1
q01698,79,325,1,1,,
q01699,113,219,1,1,,
q01700,114,156,0,0,,
q01701,99,193,1,1,,
q01702,129,144,0,0,,
q01703,147,86,1,1,,
q01704,107,343,1,1,,
q01705,121,178,0,1,,
q01706,82,105,0,0,,
q01707,67,93,1,1,1,1
q01708,148,244,1,1,,
q01709,46,243,0,1,,
q01710,77,71,1,1,1,1
q01711,68,323,0,1,,
q01712,138,235,1,0,,
q01713,56,259,1,1,,
q01714,74,154,1,1,,
q01715,133,227,1,0,,
q01716,107,238,1,1,,
q01717,80,692,0,1,,
q01718,125,138,0,0,,
q01719,42,167,1,0,,
q01720,146,248,0,1,0,1
q01721,59,519,0,1,,
q01722,73,203,0,1,,
q01723,177,85,0,1,,
q01724,118,203,1,1,,
q01725,90,197,1,1,0,1
q01726,65,166,1,1,,
q01727,101,215,1,0,,
q01728,142,328,0,1,,
q01729,83,224,1,1,1,1
q01730,102,179,0,1,,
q01731,46,125,1,1,,
q01732,150,151,0,1,,
q01733,72,170,0,1,,
q01734,103,168,0,1,,
q01735,98,105,1,1,,
q01736,114,168,1,1,,
q01737,188,193,1,1,,
q01738,87,288,1,1,0,1
q01739,83,335,0,1,,
q01740,195,114,1,1,,
q01741,241,679,1,1,,
q01742,169,114,1,0,,
q01743,84,98,1,1,,
q01744,78,369,0,1,,
q01745,58,133,1,1,1,1
q01746,96,179,1,1,,
q01747,159,159,1,1,,
q01748,46,104,1,1,,
q01749,173,205,1,1,,
q01750,81,347,1,1,,
q01751,75,142,1,0,,
q01752,127,145,1,1,,
q01753,143,139,1,1,,
q01754,178,110,1,0,,
q01755,84,204,0,1,,
q01756,73,244,1,1,,
q01757,57,409,0,1,,
q01758,216,125,1,1,,
q01759,66,188,1,1,,
q01760,215,197,1,1,,
q01761,156,262,1,1,0,0
q01762,51,142,1,1,,
q01763,100,367,1,1,,
q01764,134,211,1,1,,
q01765,187,273,0,1,,
q01766,36,211,1,0,,
q01767,58,316,1,1,1,0
q01768,237,317,1,1,,
q01769,40,164,0,0,,
q01770,78,165,1,1,,
q01771,144,140,0,1,0,1
q01772,178,153,1,0,0,0
q01773,157,342,1,1,,
q01774,69,277,0,1,,
q01775,139,573,1,1,,
q01776,96,383,1,1,,
q01777,50,242,0,1,0,0
q01778,204,412,1,1,,
q01779,62,154,1,1,,
q01780,101,150,0,1,,
q01781,33,273,0,1,,
q01782,96,203,1,1,,
q01783,43,221,1,1,1,1
q01784,97,115,0,0,,
q01785,46,82,1,1,,
q01786,85,293,1,1,,
q01787,152,208,0,1,,
q01788,135,483,0,1,,
q01789,60,430,0,1,,
q01790,96,180,1,1,,
q01791,141,147,0,1,0,1
q01792,65,256,0,0,,
q01793,106,300,1,1,,
q01794,96,138,1,1,1,1
q01795,53,79,0,0,,
q01796,203,102,0,1,,
q01797,76,190,1,1,,
q01798,98,156,0,0,,
q01799,63,551,1,1,,
q01800,62,184,1,0,,
q01801,86,232,0,0,,
q01802,87,189,1,1,,
q01803,72,173,1,1,1,1
q01804,195,150,0,1,0,1
q01805,108,175,0,0,,
q01806,88,131,0,1,,
q01807,147,234,1,1,,
q01808,122,111,1,0,,
q01809,135,328,1,1,,
q01810,85,341,1,1,,
q01811,132,458,1,1,,
q01812,65,461,1,1,,
q01813,142,208,1,1,,
q01814,163,453,1,1,,
q01815,45,178,1,1,,
q01816,59,234,1,1,,
q01817,55,127,0,1,,
q01818,102,96,1,0,,
q01819,110,273,1,1,,
q01820,98,261,1,1,,
q01821,82,197,0,1,,
q01822,103,284,1,1,1,0
q01823,94,322,1,1,,
q01824,50,203,1,1,,
q01825,56,253,1,1,0,1
q01826,70,85,1,1,,
q01827,40,226,1,1,1,1
q01828,150,253,0,1,0,1
q01829,217,457,1,1,,
q01830,106,253,0,0,,
q01831,119,190,1,1,,
q01832,73,170,0,1,,
q01833,61,162,1,1,,
q01834,70,121,1,1,,
q01835,242,136,0,1,,
q01836,117,326,1,0,,
q01837,101,104,0,1,,
q01838,155,166,1,1,,
q01839,47,250,1,1,,
q01840,56,234,1,1,,
q01841,70,203,0,1,,
q01842,154,237,1,1,,
q01843,64,97,0,1,0,1
q01844,111,732,0,1,,
q01845,45,216,1,1,,
q01846,50,463,0,1,,
q01847,59,117,0,1,,
q01848,165,514,1,1,,
q01849,143,285,0,1,,
q01850,42,128,1,1,1,1
q01851,79,303,1,0,,
q01852,88,316,0,1,,
q01853,87,178,1,0,1,1
q01854,56,232,0,1,1,1
q01855,111,213,0,1,,
q01856,23,217,0,1,,
q01857,170,226,1,1,,
q01858,63,266,0,1,,
q01859,76,212,0,1,,
q01860,62,115,0,1,,
q01861,110,333,0,1,0,1
q01862,76,159,1,0,,
q01863,82,194,1,1,,
q01864,165,184,1,0,,
q01865,86,157,1,1,,
q01866,96,181,1,1,,
q01867,85,322,1,1,,
q01868,97,627,1,1,1,1
q01869,115,445,1,1,,
q01870,88,199,1,1,,
q01871,97,286,1,1,,
q01872,139,288,1,1,,
q01873,145,387,1,1,,
q01874,117,168,1,0,,
q01875,92,292,0,1,,
q01876,105,57,0,0,1,0
q01877,99,255,0,1,,
q01878,128,190,0,1,,
q01879,157,288,1,1,,
q01880,80,210,1,1,,
q01881,78,275,0,1,0,0
q01882,106,166,0,0,,
q01883,209,284,1,1,,
q01884,114,167,1,1,,
q01885,140,260,1,1,,
q01886,163,108,1,0,,
q01887,104,239,1,1,,
q01888,151,214,0,1,,
q01889,135,470,1,1,,
q01890,64,256,1,1,,
q01891,118,269,0,1,0,1
q01892,84,82,1,1,,
q01893,115,85,1,1,,
q01894,173,120,1,1,,
q01895,101,84,0,1,,
q01896,70,269,1,1,,
q01897,145,211,0,0,,
q01898,61,131,1,1,,
q01899,195,267,1,1,,
q01900,190,384,1,1,,
q01901,186,219,1,1,,
q01902,87,160,1,1,,
q01903,123,553,1,1,,
q01904,80,194,1,1,,
q01905,108,123,1,0,,
q01906,137,292,0,0,0,0
q01907,57,173,1,1,,
q01908,69,187,0,1,,
q01909,95,180,1,0,,
q01910,129,146,1,1,,
q01911,175,294,1,1,,
q01912,105,180,1,0,1,0
q01913,72,131,0,1,,
q01914,100,140,1,1,,
q01915,129,232,0,1,0,0
q01916,61,313,1,1,1,1
q01917,72,96,1,1,,
q01918,110,185,1,1,,
q01919,105,193,0,1,,
q01920,131,167,0,1,,
q01921,164,265,1,1,,
q01922,94,116,1,1,1,1
q01923,90,121,0,1,,
q01924,99,123,1,0,,
q01925,105,102,0,1,1,1
q01926,100,324,1,1,,
q01927,151,210,1,1,,
q01928,43,250,0,0,,
q01929,73,253,1,1,,
q01930,64,140,1,0,,
q01931,83,104,1,1,,
q01932,135,238,1,1,0,1
q01933,106,462,1,1,1,0
q01934,89,285,0,1,,
q01935,133,201,1,0,,
q01936,93,159,0,1,,
q01937,67,160,1,1,,
q01938,115,125,1,1,,
q01939,160,204,1,1,,
q01940,275,243,1,1,,
q01941,72,127,0,1,,
q01942,68,197,0,0,,
q01943,57,122,1,1,,
q01944,79,316,0,1,0,1
