example_id,segment,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q01038,billing,1,1,,
q01039,billing,1,1,1,1
q01040,billing,1,0,1,0
q01041,account,0,1,,
q01042,billing,0,0,,
q01043,billing,0,1,0,1
q01044,account,0,1,,
q01045,billing,1,1,1,1
q01046,billing,1,1,1,1
q01047,billing,0,1,,
q01048,billing,1,1,,
q01049,billing,0,1,,
q01050,account,0,1,,
q01051,billing,1,0,,
q01052,technical,1,1,,
q01053,account,1,1,,
q01054,account,0,1,,
q01055,technical,1,0,,
q01056,account,1,1,,
q01057,account,1,1,,
q01058,billing,0,1,,
q01059,account,1,0,,
q01060,billing,1,1,,
q01061,technical,1,0,1,0
q01062,account,1,1,,
q01063,technical,0,1,,
q01064,billing,1,1,,
q01065,billing,1,1,1,1
q01066,billing,0,0,,
q01067,technical,1,1,,
q01068,technical,1,0,,
q01069,technical,1,1,1,1
q01070,technical,1,0,,
q01071,billing,1,1,,
q01072,technical,1,1,1,1
q01073,account,1,1,,
q01074,billing,1,0,1,1
q01075,account,0,1,,
q01076,billing,0,0,0,0
q01077,technical,1,1,,
q01078,billing,1,1,,
q01079,account,1,1,,
q01080,billing,0,1,0,1
q01081,billing,0,1,0,1
q01082,technical,1,1,,
q01083,technical,1,1,1,1
q01084,account,0,1,,
q01085,billing,1,1,1,1
q01086,billing,1,0,1,0
q01087,billing,1,1,1,1
q01088,billing,0,0,0,0
q01089,account,1,1,,
q01090,billing,1,0,1,0
q01091,technical,1,0,,
q01092,technical,0,1,,
q01093,billing,0,1,,
q01094,technical,1,0,1,0
q01095,account,0,0,0,0
q01096,billing,1,1,,
q01097,billing,0,1,0,1
q01098,account,1,1,1,1
q01099,technical,1,0,,
q01100,billing,1,1,0,1
q01101,technical,1,0,,
q01102,billing,1,1,,
q01103,technical,1,1,0,1
q01104,account,0,1,,
q01105,account,1,0,,
q01106,billing,1,1,,
q01107,billing,0,1,,
q01108,account,1,0,1,1
q01109,account,1,1,1,0
q01110,billing,1,1,1,1
q01111,account,1,1,,
q01112,billing,1,1,,
q01113,billing,1,1,,
q01114,billing,1,1,,
q01115,account,0,0,0,1
q01116,account,0,1,0,1
q01117,billing,1,0,,
q01118,technical,1,1,,
q01119,technical,0,0,,
q01120,billing,1,1,,
q01121,billing,1,1,,
q01122,billing,1,1,,
q01123,billing,1,0,0,0
q01124,billing,0,1,,
q01125,billing,0,1,,
q01126,technical,1,1,,
q01127,account,0,1,,
q01128,billing,1,1,1,1
q01129,technical,0,1,0,1
q01130,technical,1,1,1,0
q01131,technical,1,1,1,1
q01132,account,0,1,0,1
q01133,account,0,1,,
q01134,billing,1,1,,
q01135,billing,1,1,,
q01136,technical,1,1,1,0
q01137,billing,1,1,,
q01138,billing,0,1,0,0
q01139,account,0,0,,
q01140,account,1,0,,
q01141,billing,0,1,,
q01142,account,0,1,,
q01143,billing,1,0,,
q01144,billing,1,0,0,0
q01145,billing,0,0,,
q01146,account,1,1,,
q01147,billing,0,1,0,1
q01148,account,0,1,0,0
q01149,account,1,1,,
q01150,billing,0,0,,
q01151,billing,1,1,,
q01152,billing,1,1,1,1
q01153,account,1,0,,
q01154,billing,0,1,0,1
q01155,billing,0,1,,
q01156,billing,0,1,0,1
q01157,account,1,1,1,0
q01158,billing,1,1,0,1
q01159,billing,1,1,1,1
q01160,account,1,1,,
q01161,account,1,1,,
q01162,billing,1,0,1,0
q01163,technical,0,1,,
q01164,billing,1,1,,
q01165,technical,1,1,,
q01166,account,1,0,1,1
q01167,account,0,0,,
q01168,billing,0,0,,
q01169,billing,1,1,0,1
q01170,billing,1,0,1,0
q01171,billing,0,1,,
q01172,technical,1,1,,
q01173,technical,1,1,,
q01174,account,0,1,,
q01175,billing,0,1,,
q01176,billing,0,0,,
q01177,billing,1,1,,
q01178,account,1,1,,
q01179,account,1,1,1,1
q01180,billing,0,1,,
q01181,technical,0,1,,
q01182,account,0,1,,
q01183,billing,0,0,0,0
q01184,billing,1,1,1,1
q01185,billing,0,1,0,1
q01186,technical,0,1,,
q01187,account,1,1,1,0
q01188,billing,1,0,,
q01189,billing,1,1,,
q01190,account,1,1,1,1
q01191,account,1,1,,
q01192,account,1,0,1,0
q01193,billing,1,1,1,1
q01194,account,0,1,,
q01195,account,1,0,,
q01196,billing,1,1,,
q01197,billing,0,1,,
q01198,account,0,0,,
q01199,technical,1,1,1,0
q01200,technical,0,0,0,0
q01201,technical,1,1,1,1
q01202,billing,0,1,,
q01203,technical,1,1,,
q01204,billing,0,1,0,1
q01205,billing,1,1,1,0
q01206,technical,0,1,,
q01207,account,0,1,0,1
q01208,billing,1,1,,
q01209,billing,1,1,,
q01210,billing,1,0,1,1
q01211,technical,1,0,1,0
q01212,billing,1,1,,
q01213,account,1,1,,
q01214,billing,0,1,0,1
q01215,billing,0,1,0,1
q01216,billing,1,1,,
q01217,account,0,1,,
q01218,billing,1,1,,
q01219,account,0,1,,
q01220,billing,1,1,1,1
q01221,billing,1,1,1,1
q01222,technical,1,1,1,1
q01223,account,1,1,,
q01224,account,1,1,,
q01225,technical,0,0,0,0
q01226,account,0,1,,
q01227,billing,1,1,1,1
q01228,account,1,1,,
q01229,account,1,0,,
q01230,technical,1,1,,
q01231,billing,0,1,1,1
q01232,account,1,1,1,1
q01233,billing,0,1,,
q01234,account,1,1,1,1
q01235,billing,0,1,,
q01236,account,1,0,,
q01237,account,1,1,,
q01238,billing,1,1,,
q01239,account,1,1,1,1
q01240,billing,1,1,,
q01241,billing,1,1,,
q01242,account,1,1,,
q01243,technical,1,1,1,0
q01244,billing,1,1,1,1
q01245,billing,0,1,,
q01246,billing,0,1,,
q01247,technical,1,1,,
q01248,technical,0,1,,
q01249,technical,1,1,,
q01250,account,0,1,1,1
q01251,technical,1,1,,
q01252,billing,0,1,,
q01253,billing,1,1,,
q01254,account,0,0,,
q01255,account,0,0,,
q01256,billing,1,0,,
q01257,technical,0,1,,
q01258,account,1,1,1,1
q01259,account,1,1,1,1
q01260,billing,0,1,0,1
q01261,account,1,1,1,1
q01262,billing,0,1,,
q01263,billing,0,1,,
q01264,billing,0,1,0,1
q01265,technical,1,1,,
q01266,technical,0,1,,
q01267,account,0,1,1,1
q01268,account,1,1,,
q01269,account,1,1,1,1
q01270,billing,1,1,,
q01271,technical,0,1,,
q01272,billing,0,0,,
q01273,technical,0,1,,
q01274,account,0,1,0,1
q01275,billing,1,0,,
q01276,billing,0,1,0,1
q01277,account,1,1,,
q01278,technical,1,1,,
q01279,account,0,0,,
q01280,account,1,0,,
q01281,account,0,1,,
q01282,billing,1,1,,
q01283,billing,1,0,1,0
q01284,billing,0,1,,
q01285,billing,0,1,,
q01286,account,1,0,,
q01287,technical,1,1,,
q01288,billing,1,1,1,1
q01289,billing,0,1,0,1
q01290,technical,0,1,1,1
q01291,billing,0,1,0,1
q01292,billing,1,1,0,1
q01293,technical,0,1,,
q01294,billing,1,1,,
q01295,account,1,1,1,1
q01296,billing,1,0,0,0
q01297,billing,1,1,,
q01298,technical,1,1,,
q01299,billing,0,1,,
q01300,billing,0,1,0,1
q01301,account,1,1,,
q01302,billing,1,1,,
q01303,technical,1,1,,
q01304,account,1,0,,
q01305,technical,1,1,0,0
q01306,account,1,1,,
q01307,billing,1,1,1,1
q01308,technical,0,1,0,1
q01309,account,1,0,,
q01310,account,1,1,,
q01311,billing,1,1,,
q01312,technical,1,0,,
q01313,billing,1,0,1,1
q01314,account,1,0,1,0
q01315,account,0,1,,
q01316,account,1,1,,
q01317,account,1,1,,
q01318,technical,1,1,,
q01319,technical,1,1,,
q01320,account,1,0,,
q01321,billing,1,0,,
q01322,technical,0,1,,
q01323,billing,0,1,0,0
q01324,technical,1,1,,
q01325,technical,0,1,0,0
q01326,billing,1,1,,
q01327,technical,1,0,,
q01328,billing,0,1,,
q01329,billing,1,1,1,0
q01330,billing,0,1,,
q01331,billing,0,0,0,0
q01332,billing,1,1,,
q01333,account,0,1,0,1
q01334,account,1,1,,
q01335,technical,1,0,0,0
q01336,technical,0,1,,
q01337,billing,1,0,1,0
q01338,billing,0,1,,
q01339,billing,1,1,,
q01340,billing,0,1,0,0
q01341,account,1,1,,
q01342,account,1,0,0,0
q01343,account,0,0,,
q01344,technical,1,1,,
q01345,account,0,1,,
q01346,account,1,1,1,1
q01347,technical,1,1,,
q01348,billing,0,1,,
q01349,technical,1,1,,
q01350,account,1,1,1,1
q01351,billing,0,1,0,1
q01352,billing,0,0,,
q01353,billing,0,1,,
q01354,billing,1,0,1,0
q01355,account,1,1,,
q01356,billing,0,1,0,1
q01357,billing,1,0,1,0
q01358,billing,1,1,,
q01359,billing,1,1,1,1
q01360,billing,0,1,1,1
q01361,billing,1,1,,
q01362,account,0,1,0,1
q01363,account,1,1,1,1
q01364,account,0,1,,
q01365,account,1,1,1,1
q01366,technical,1,1,0,0
q01367,billing,0,1,,
q01368,billing,1,1,1,0
q01369,account,1,0,,
q01370,technical,0,1,0,1
q01371,technical,1,0,,
q01372,account,0,1,,
q01373,technical,0,1,,
q01374,account,1,1,1,1
q01375,billing,1,0,,
q01376,technical,0,1,0,1
q01377,account,1,0,,
q01378,billing,1,0,1,1
q01379,technical,1,1,,
q01380,account,1,1,,
q01381,technical,1,1,1,0
q01382,account,0,0,0,0
q01383,technical,1,1,,
q01384,account,1,1,,
q01385,account,1,1,1,1
q01386,billing,1,1,,
q01387,billing,0,1,,
q01388,billing,0,1,,
q01389,billing,1,1,,
q01390,technical,1,1,1,1
q01391,billing,1,1,,
q01392,account,0,1,,
q01393,billing,0,1,,
q01394,technical,0,1,0,0
q01395,billing,0,1,,
q01396,technical,0,1,0,0
q01397,technical,1,1,1,1
q01398,technical,0,1,,
q01399,technical,0,1,,
q01400,account,1,1,,
q01401,account,0,1,,
q01402,billing,0,0,,
q01403,billing,1,1,1,1
q01404,account,1,1,,
q01405,account,1,0,0,1
q01406,account,0,1,,
q01407,account,1,1,,
q01408,technical,0,1,1,0
q01409,technical,0,0,0,0
q01410,billing,0,1,0,1
q01411,billing,1,1,1,1
q01412,billing,1,0,1,0
q01413,billing,1,1,,
q01414,technical,1,1,,
q01415,account,1,1,,
q01416,billing,0,1,,
q01417,billing,1,1,,
q01418,account,0,1,,
q01419,account,0,1,,
q01420,billing,1,0,,
q01421,account,1,1,,
q01422,technical,1,1,0,1
q01423,account,1,1,,
q01424,account,1,0,,
q01425,account,1,0,1,1
q01426,account,0,1,,
q01427,billing,1,1,,
q01428,account,1,1,1,1
q01429,account,1,1,,
q01430,billing,0,1,,
q01431,billing,1,1,1,1
q01432,account,0,1,0,1
q01433,billing,1,1,0,1
q01434,billing,0,1,,
q01435,billing,0,1,,
q01436,account,1,1,1,1
q01437,billing,0,1,0,1
q01438,account,1,1,,
q01439,technical,0,1,0,1
q01440,billing,1,1,,
q01441,billing,1,1,1,1
q01442,account,1,1,,
q01443,technical,0,1,1,1
q01444,account,1,1,1,1
q01445,account,1,1,1,1
q01446,billing,1,0,,
q01447,billing,0,0,,
q01448,account,1,1,,
q01449,account,1,1,1,1
q01450,technical,1,1,1,0
q01451,account,1,1,,
q01452,billing,1,0,,
q01453,technical,1,1,1,0
q01454,account,0,1,0,1
q01455,technical,1,1,1,1
q01456,billing,0,0,,
q01457,account,0,1,,
q01458,billing,1,0,,
q01459,account,1,0,1,0
q01460,account,1,1,1,1
q01461,account,1,1,1,1
q01462,account,1,1,,
q01463,account,1,1,,
q01464,billing,0,1,,
q01465,billing,1,1,1,1
q01466,account,1,1,,
q01467,account,1,1,1,0
q01468,billing,0,1,0,0
q01469,billing,1,1,,
q01470,account,0,1,0,1
q01471,account,1,1,0,1
q01472,account,0,0,,
q01473,billing,0,1,,
q01474,billing,0,1,0,1
q01475,technical,0,0,,
q01476,technical,0,1,,
q01477,billing,1,1,,
q01478,billing,1,1,,
q01479,technical,1,1,0,0
q01480,billing,1,1,,
q01481,billing,1,1,,
q01482,technical,0,1,,
q01483,technical,0,1,0,1
q01484,billing,1,1,,
q01485,account,1,0,,
q01486,billing,1,1,1,0
q01487,account,1,1,,
q01488,technical,1,1,1,1
q01489,billing,1,1,,
q01490,account,1,1,,
q01491,account,0,1,,
q01492,account,0,0,,
q01493,billing,1,1,0,1
q01494,billing,1,1,1,1
q01495,technical,1,1,,
q01496,billing,1,0,0,1
q01497,account,1,1,,
q01498,billing,0,1,0,1
q01499,technical,1,1,1,0
q01500,billing,1,1,0,1
q01501,billing,1,1,1,1
q01502,account,0,0,0,0
q01503,billing,1,0,,
q01504,billing,1,1,,
q01505,technical,1,0,,
q01506,account,1,1,1,1
q01507,technical,1,1,,
q01508,billing,1,1,,
q01509,technical,1,0,1,1
q01510,billing,1,1,,
q01511,account,1,1,,
q01512,account,1,0,,
q01513,technical,0,1,,
q01514,account,0,1,0,1
q01515,account,1,0,,
q01516,billing,1,1,,
q01517,billing,1,1,,
q01518,billing,1,1,1,1
q01519,billing,1,1,,
q01520,technical,0,1,0,0
q01521,billing,0,0,,
q01522,account,1,0,,
q01523,account,1,0,,
q01524,account,1,1,1,1
q01525,technical,1,1,,
q01526,technical,1,1,,
q01527,technical,1,1,,
q01528,technical,1,1,1,1
q01529,technical,1,1,1,1
q01530,billing,0,1,,
q01531,billing,0,1,,
q01532,billing,1,1,1,1
q01533,billing,0,1,,
q01534,account,1,1,1,1
q01535,billing,1,1,1,1
q01536,account,0,0,,
q01537,billing,0,1,,
q01538,technical,1,1,1,0
q01539,billing,0,0,,
q01540,account,1,1,1,0
q01541,account,1,1,1,1
q01542,technical,1,1,,
q01543,account,1,1,1,1
q01544,billing,1,0,,
q01545,account,0,1,0,1
q01546,technical,0,0,,
q01547,technical,1,1,,
q01548,billing,1,1,,
q01549,billing,1,1,1,1
q01550,billing,1,0,0,0
q01551,billing,1,1,,
q01552,technical,1,1,1,0
q01553,technical,0,1,,
q01554,account,1,0,,
q01555,billing,1,1,1,1
q01556,account,0,1,,
q01557,billing,0,0,,
q01558,account,1,1,,
q01559,billing,0,1,,
q01560,account,1,1,,
q01561,account,1,1,,
q01562,billing,0,0,,
q01563,technical,0,1,0,1
q01564,technical,1,1,,
q01565,account,0,0,,
q01566,technical,1,1,,
q01567,billing,0,1,,
q01568,billing,0,0,,
q01569,billing,0,1,,
q01570,account,0,1,0,1
q01571,account,0,1,0,1
q01572,billing,1,0,0,0
q01573,account,1,1,,
q01574,technical,1,1,1,0
q01575,billing,1,0,,
q01576,technical,1,0,1,0
q01577,billing,1,0,,
q01578,account,0,0,,
q01579,billing,0,1,,
q01580,billing,0,0,,
q01581,account,0,1,0,1
q01582,billing,1,1,1,1
q01583,billing,0,1,1,1
q01584,billing,1,1,,
q01585,billing,1,0,,
q01586,technical,1,0,1,0
q01587,account,1,1,1,0
q01588,account,1,1,,
q01589,billing,1,1,,
q01590,technical,1,1,,
q01591,account,1,0,1,0
q01592,technical,1,0,,
q01593,billing,1,1,,
q01594,billing,1,1,,
q01595,billing,0,1,,
q01596,technical,1,1,,
q01597,technical,0,1,,
q01598,technical,1,1,,
q01599,billing,1,1,,
q01600,account,1,1,1,1
q01601,account,1,1,1,1
q01602,account,0,0,0,0
q01603,billing,0,1,,
q01604,technical,1,1,1,1
q01605,account,1,0,,
q01606,account,0,1,0,1
q01607,account,1,0,1,1
q01608,billing,1,0,1,0
q01609,billing,0,1,,
q01610,technical,0,1,0,1
q01611,technical,1,0,,
q01612,technical,0,1,,
q01613,account,0,1,,
q01614,account,0,1,0,0
q01615,billing,1,0,,
q01616,account,1,1,,
q01617,account,1,1,,
q01618,billing,1,0,0,0
q01619,billing,0,0,,
q01620,account,1,1,,
q01621,account,1,1,,
q01622,billing,1,1,0,1
q01623,billing,0,1,,
q01624,technical,1,1,,
q01625,technical,0,1,,
q01626,technical,1,0,1,0
q01627,account,1,0,,
q01628,billing,1,0,1,0
q01629,technical,0,1,,
q01630,billing,0,1,,
q01631,billing,0,1,0,1
q01632,account,1,1,1,1
q01633,technical,1,1,1,0
q01634,billing,1,0,,
q01635,technical,1,1,,
q01636,technical,1,1,,
q01637,technical,0,0,,
q01638,billing,1,1,0,1
q01639,technical,0,1,,
q01640,technical,1,1,,
q01641,technical,1,1,1,1
q01642,billing,1,0,,
q01643,billing,1,1,1,1
q01644,account,1,1,,
q01645,account,1,1,,
q01646,billing,1,1,,
q01647,account,0,1,0,1
q01648,account,1,1,,
q01649,technical,1,1,,
q01650,technical,1,1,1,1
q01651,billing,1,1,,
q01652,account,1,0,1,0
q01653,technical,1,1,1,1
q01654,account,1,1,,
q01655,technical,1,1,,
q01656,technical,0,1,0,1
q01657,account,1,1,,
q01658,billing,0,1,,
q01659,billing,0,0,,
q01660,account,1,1,1,1
q01661,billing,0,0,,
q01662,account,0,1,,
q01663,technical,1,1,1,1
q01664,account,1,1,,
q01665,billing,1,0,,
q01666,account,1,1,,
q01667,account,1,1,,
q01668,account,1,1,1,1
q01669,account,0,0,,
q01670,account,1,1,,
q01671,account,0,1,,
q01672,account,1,1,,
q01673,billing,1,1,0,1
q01674,technical,0,1,,
q01675,technical,1,1,1,0
q01676,billing,0,1,0,1
q01677,technical,1,1,,
q01678,account,1,0,1,1
q01679,technical,0,1,,
q01680,technical,0,1,,
q01681,account,1,0,1,0
q01682,account,1,0,1,0
q01683,billing,1,0,,
q01684,billing,0,1,,
q01685,technical,1,1,,
q01686,technical,1,1,,
q01687,account,1,0,,
q01688,billing,1,0,,
q01689,account,1,1,,
q01690,technical,0,1,,
q01691,technical,1,1,1,0
q01692,billing,0,1,,
q01693,technical,1,1,1,0
q01694,account,1,0,,
q01695,account,0,1,,
q01696,billing,1,1,,
q01697,technical,1,0,,
q01698,billing,1,1,,
q01699,technical,1,1,1,0
q01700,account,0,1,0,1
q01701,billing,0,1,,
q01702,technical,0,1,0,0
q01703,technical,1,0,1,0
q01704,technical,1,1,,
q01705,account,0,1,,
q01706,billing,0,1,,
q01707,account,0,0,0,0
q01708,technical,1,1,1,1
q01709,account,1,1,,
q01710,billing,1,1,1,1
q01711,billing,1,1,,
q01712,billing,0,1,,
q01713,billing,1,1,,
q01714,technical,1,1,1,0
q01715,account,1,1,,
q01716,billing,1,1,,
q01717,technical,1,0,0,0
q01718,billing,1,0,,
q01719,technical,1,1,1,0
q01720,technical,1,1,,
q01721,billing,1,1,,
q01722,billing,1,1,,
q01723,billing,1,1,,
q01724,account,0,1,0,1
q01725,technical,0,1,1,1
q01726,billing,0,1,1,1
q01727,billing,0,0,0,0
q01728,account,1,1,,
q01729,billing,1,1,0,1
q01730,account,1,1,1,1
q01731,billing,1,0,,
q01732,billing,1,1,,
q01733,billing,0,0,,
q01734,billing,0,1,,
q01735,account,1,1,0,1
q01736,billing,0,0,,
q01737,account,1,1,0,1
q01738,account,1,1,,
q01739,technical,1,1,,
q01740,billing,1,0,1,0
q01741,billing,1,1,,
q01742,account,1,1,1,1
q01743,technical,1,1,,
q01744,account,0,1,0,1
q01745,account,1,1,,
q01746,technical,0,1,,
q01747,account,1,0,,
q01748,billing,1,1,1,1
q01749,billing,1,1,,
q01750,technical,0,1,,
q01751,billing,0,1,,
q01752,billing,1,0,1,1
q01753,billing,1,1,1,1
q01754,account,0,1,,
q01755,account,1,1,1,1
q01756,billing,1,1,,
q01757,account,1,1,,
q01758,account,0,0,,
q01759,account,0,1,1,1
q01760,technical,1,0,,
q01761,billing,1,1,,
q01762,technical,1,1,,
q01763,billing,1,1,,
q01764,account,0,1,0,1
q01765,account,0,1,,
q01766,account,0,1,0,0
q01767,account,0,0,,
q01768,billing,0,0,0,0
q01769,billing,0,0,0,0
q01770,billing,1,0,,
q01771,account,1,1,,
q01772,billing,0,1,,
q01773,account,1,0,,
q01774,billing,1,1,,
q01775,billing,1,1,,
q01776,account,1,0,1,1
q01777,billing,1,0,0,1
q01778,technical,0,1,0,1
q01779,billing,0,1,0,1
q01780,technical,1,1,1,1
q01781,technical,0,1,,
q01782,billing,1,0,1,1
q01783,billing,1,1,,
q01784,billing,1,1,1,1
q01785,technical,0,1,,
q01786,billing,0,0,,
q01787,technical,0,0,,
q01788,technical,1,1,0,0
q01789,account,1,0,,
q01790,account,0,1,,
q01791,billing,1,1,,
q01792,billing,1,0,,
q01793,technical,1,1,,
q01794,billing,1,0,1,0
q01795,account,1,1,1,1
q01796,billing,1,1,1,1
q01797,account,1,1,1,0
q01798,billing,1,1,,
q01799,billing,1,1,1,1
q01800,account,1,1,,
q01801,billing,1,1,,
q01802,account,0,0,,
q01803,technical,1,1,,
q01804,technical,1,1,,
q01805,account,1,1,1,1
q01806,billing,0,1,,
q01807,technical,1,1,,
q01808,technical,0,0,,
q01809,billing,0,1,,
q01810,account,1,0,0,1
q01811,billing,1,1,,
q01812,account,0,1,,
q01813,billing,1,1,,
q01814,account,1,0,,
q01815,billing,0,1,,
q01816,account,1,1,,
q01817,account,1,1,,
q01818,account,0,0,,
q01819,account,0,1,,
q01820,billing,1,1,1,1
q01821,technical,1,1,,
q01822,account,1,1,0,1
q01823,account,0,1,1,1
q01824,account,1,1,,
q01825,technical,1,1,,
q01826,account,1,1,1,1
q01827,account,1,1,1,1
q01828,technical,1,0,,
q01829,technical,0,1,,
q01830,technical,1,1,,
q01831,technical,1,1,,
q01832,billing,1,0,,
q01833,account,1,1,1,1
q01834,billing,0,1,,
q01835,billing,1,1,1,1
q01836,account,1,1,0,1
q01837,account,1,0,,
q01838,technical,1,1,,
q01839,account,0,1,,
q01840,billing,1,1,1,1
q01841,account,0,0,,
q01842,technical,1,1,1,0
q01843,account,1,1,,
q01844,account,0,1,1,1
q01845,billing,0,1,,
q01846,account,1,1,,
q01847,technical,1,1,0,1
q01848,billing,1,1,,
q01849,billing,1,0,,
q01850,billing,1,1,,
q01851,technical,1,0,1,0
q01852,account,1,1,,
q01853,billing,1,1,,
q01854,billing,1,1,,
q01855,billing,1,1,,
q01856,technical,1,1,1,0
q01857,account,0,1,,
q01858,billing,1,1,,
q01859,billing,0,0,,
q01860,technical,0,1,1,0
q01861,account,0,1,0,1
q01862,billing,1,1,,
q01863,billing,1,1,,
q01864,billing,1,0,,
q01865,billing,1,1,,
q01866,account,0,0,,
q01867,billing,1,1,,
q01868,technical,0,1,,
q01869,account,1,1,1,1
q01870,billing,1,1,,
q01871,account,1,1,1,1
q01872,billing,1,1,1,1
q01873,billing,1,1,1,1
q01874,billing,1,1,,
q01875,billing,1,1,1,1
q01876,technical,0,1,,
q01877,account,1,1,,
q01878,billing,1,0,,
q01879,account,1,1,,
q01880,account,0,1,,
q01881,account,0,1,,
q01882,account,1,1,,
q01883,technical,0,1,,
q01884,account,1,1,1,1
q01885,account,1,1,,
q01886,billing,0,1,,
q01887,billing,1,0,,
q01888,account,0,0,,
q01889,technical,1,0,1,0
q01890,account,0,1,0,1
q01891,account,1,1,0,1
q01892,billing,1,1,,
q01893,billing,1,1,,
q01894,billing,1,0,,
q01895,billing,1,1,0,0
q01896,billing,0,1,0,1
q01897,account,1,0,1,0
q01898,billing,1,1,1,1
q01899,account,1,1,,
q01900,billing,0,1,,
q01901,billing,0,1,1,1
q01902,account,1,1,1,1
q01903,billing,1,1,0,1
q01904,account,1,1,,
q01905,technical,1,1,1,1
q01906,technical,0,0,,
q01907,account,1,0,,
q01908,technical,1,1,1,1
q01909,billing,0,1,0,1
q01910,technical,1,1,1,1
q01911,account,1,1,,
q01912,technical,1,1,,
q01913,account,1,1,,
q01914,billing,1,0,,
q01915,account,1,1,,
q01916,account,1,1,,
q01917,account,1,0,1,0
q01918,technical,1,1,,
q01919,account,0,1,,
q01920,account,1,1,,
q01921,billing,0,1,0,0
q01922,billing,0,1,,
q01923,billing,1,1,,
q01924,account,1,1,,
q01925,account,0,1,,
q01926,technical,1,1,,
q01927,technical,0,1,,
q01928,technical,1,1,1,1
q01929,account,1,0,,
q01930,technical,1,1,,
q01931,account,1,1,,
q01932,account,0,1,,
q01933,billing,1,0,1,0
q01934,account,1,1,,
q01935,billing,1,1,0,1
q01936,billing,0,1,,
q01937,billing,0,1,,
q01938,billing,1,1,,
q01939,technical,0,1,1,1
q01940,technical,1,1,1,0
q01941,billing,1,1,1,1
q01942,billing,1,1,,
q01943,billing,1,1,1,1
q01944,account,1,1,,
q01945,account,0,1,,
q01946,billing,1,0,,
q01947,billing,0,1,0,1
q01948,account,1,1,,
q01949,billing,0,1,,
q01950,billing,1,0,1,0
q01951,technical,1,1,,
q01952,billing,1,1,1,1
q01953,billing,1,1,,
q01954,account,0,1,0,1
q01955,billing,1,1,,
q01956,billing,1,0,1,1
q01957,billing,1,1,,
q01958,billing,1,1,,
q01959,account,1,1,1,1
q01960,technical,1,1,,
q01961,technical,1,0,,
q01962,account,1,1,0,1
q01963,billing,0,1,,
q01964,account,0,1,1,1
q01965,account,0,1,,
q01966,technical,1,1,,
q01967,account,0,1,,
q01968,billing,1,1,,
q01969,billing,1,0,,
q01970,billing,1,1,1,1
q01971,billing,0,1,1,1
q01972,technical,0,1,0,0
q01973,technical,1,0,,
q01974,billing,1,1,,
q01975,billing,1,1,1,1
q01976,account,0,1,0,1
q01977,billing,1,1,,
q01978,billing,1,0,,
q01979,technical,1,1,1,1
q01980,account,0,1,,
q01981,account,0,1,,
q01982,billing,0,1,,
q01983,billing,0,0,0,0
q01984,account,1,1,,
q01985,account,1,1,0,0
q01986,account,0,1,0,1
q01987,billing,0,1,,
q01988,technical,0,1,,
q01989,billing,0,0,,
q01990,billing,1,1,,
q01991,billing,1,0,,
q01992,account,0,1,,
q01993,technical,1,1,1,1
q01994,billing,1,1,1,1
q01995,technical,0,1,,
q01996,billing,0,1,,
q01997,technical,1,1,,
q01998,billing,1,0,,
q01999,technical,0,0,0,0
q02000,billing,1,0,,
q02001,technical,1,1,,
q02002,billing,1,1,,
q02003,account,1,0,0,1
q02004,account,1,1,,
q02005,technical,1,1,1,1
q02006,billing,1,1,,
q02007,billing,1,1,,
q02008,technical,1,0,,
q02009,technical,0,1,,
q02010,technical,1,1,,
q02011,billing,0,1,0,1
q02012,technical,0,1,,
q02013,billing,1,1,1,1
q02014,billing,1,1,,
q02015,account,1,0,1,1
q02016,billing,1,1,1,1
q02017,account,1,0,,
q02018,technical,1,1,1,1
q02019,billing,1,1,,
q02020,technical,1,1,1,1
q02021,billing,0,1,,
q02022,technical,1,1,,
q02023,technical,1,1,,
q02024,billing,1,0,,
q02025,account,0,1,0,1
q02026,billing,1,1,,
q02027,account,1,1,,
q02028,billing,1,1,,
q02029,billing,1,1,,
q02030,billing,1,0,,
q02031,account,0,1,,
q02032,technical,0,1,,
q02033,account,1,1,,
q02034,billing,0,1,0,1
q02035,account,1,0,,
q02036,technical,0,0,,
q02037,billing,1,1,1,0
q02038,account,0,1,,
q02039,billing,1,1,,
q02040,billing,0,1,0,1
q02041,account,1,1,,
q02042,account,1,1,,
q02043,technical,1,1,1,1
q02044,technical,0,1,,
q02045,account,0,1,,
q02046,account,1,1,1,1
q02047,account,1,1,,
q02048,billing,1,1,,
q02049,billing,1,1,1,1
q02050,account,0,1,,
q02051,account,0,0,0,1
q02052,billing,1,1,,
q02053,account,1,1,,
q02054,billing,1,1,1,1
q02055,account,1,1,,
q02056,account,0,1,0,0
q02057,technical,0,1,,
q02058,account,0,0,0,0
q02059,technical,1,1,,
q02060,account,1,1,,
q02061,technical,1,1,,
q02062,billing,0,1,0,1
q02063,technical,1,0,,
q02064,account,1,1,,
q02065,account,1,0,1,1
q02066,technical,0,1,0,1
q02067,account,1,1,0,1
q02068,billing,1,0,,
q02069,account,1,0,,
q02070,account,1,1,,
q02071,account,1,1,1,0
q02072,account,1,1,,
q02073,billing,1,1,1,1
q02074,technical,1,1,,
q02075,billing,0,0,0,0
q02076,account,0,1,,
q02077,billing,1,1,1,1
q02078,account,1,1,,
